epoch,train_loss,val_loss
1,0.02564941067366422,0.015067416341542985
2,0.01756384916468443,0.017448810668159898
3,0.01696471667859133,0.014034510305221893
4,0.017546538746700112,0.013426161462524903
5,0.01579951983524973,0.017269324889667658
6,0.015682850819425158,0.012614963255103891
7,0.016412684891195375,0.01959068099622922
8,0.014983761614916798,0.014605349910530835
9,0.015154122926360794,0.013964257037822446
10,0.014854010999617522,0.01158732160511006
11,0.015213849321510509,0.018620342974375852
12,0.01468803517548709,0.011658499787379793
13,0.015101955010732837,0.01337559083696755
14,0.015168542142302262,0.011426964740357225
15,0.015284994298781537,0.014030230278616567
16,0.014598469602557639,0.013145164337567563
17,0.014579312597844908,0.011834462539601303
18,0.014655305669795783,0.01228004529398066
19,0.014863824299471834,0.01203514886588852
20,0.01459522823893863,0.011371252406177474
21,0.014856550976860276,0.012149187999419619
22,0.014369000800390727,0.011185161771952825
23,0.01445592721034107,0.012557214191717096
24,0.014654721343871763,0.013025355724000978
25,0.01481348154905324,0.01487477582192857
26,0.01495027769041157,0.01507994349742614
27,0.014979764603892241,0.012839758032121852
28,0.014932535356048137,0.011817989035459176
29,0.014839064661540698,0.014632935610721319
30,0.01496842735345255,0.011908346079181375
31,0.014765295575485608,0.012560307661806469
32,0.014901431239999985,0.012051130821955516
33,0.014686822715262128,0.014708023041959487
34,0.01469224748268051,0.013428143307315798
35,0.014671865721063894,0.013226621717337595
36,0.01469230187176175,0.011082850730389733
37,0.014732007949268551,0.011371394949182795
38,0.014532113821571359,0.011537969615895333
39,0.014708516081989139,0.011301648282370895
40,0.014313806150028445,0.011840473180024725
41,0.014405824076690688,0.011093812218004057
42,0.014220170446371841,0.011325641649188194
43,0.014223212113455471,0.011116484908508266
44,0.014192943147708473,0.011533573474258657
45,0.014041641178116272,0.011605661610239685
46,0.014056697118758702,0.011031504680953411
47,0.014117050365333138,0.011277506313373854
48,0.014157267199936848,0.011080676211570606
49,0.01415177424367987,0.011404368942757231
50,0.014193778055103733,0.011521255212611955
51,0.014244237928586461,0.014852023848406934
52,0.014173384266267191,0.011300308391989705
53,0.014143016413859755,0.011835383928168955
54,0.014108522616967854,0.014099287850690017
55,0.014026435559677555,0.010984628650942602
56,0.01406381750147034,0.0113370951022995
57,0.014100065426245012,0.011666467275220856
58,0.013888438414736722,0.011922696818784242
59,0.014034336639583136,0.012478644257141822
60,0.01405459441250887,0.011123581631751306
61,0.013964306584035783,0.011640079019186605
62,0.014013493672886864,0.011418198404472482
63,0.014014181939830814,0.011115505069725798
64,0.014188991801578352,0.0134264867108794
65,0.013984764183905622,0.011786875277926483
66,0.014039675017660904,0.01179556269801649
67,0.014080547815238258,0.01135655810261147
68,0.01402941135668405,0.011153739936138461
69,0.013945155202531704,0.012017527960877602
70,0.01398013946342976,0.011531710791120873
71,0.013857298090940837,0.011246846120185878
72,0.014059272495450751,0.013041009417351838
73,0.014042971570646521,0.011476430731716088
74,0.013720200420877744,0.011852160430829593
75,0.01387268383085778,0.011486919774372684
76,0.013847778578540637,0.01146532590665326
77,0.013666033502063234,0.011705825208722773
78,0.014050850445088053,0.011961663872674083
79,0.014105777346691292,0.011433208930794862
80,0.013811908638751341,0.011701409855128473
