epoch,train_loss,val_loss
1,0.018630020728296292,0.011437544449482459
2,0.013938884464737133,0.013144613356851392
3,0.013322856779693804,0.0115887892846164
4,0.013119932235572495,0.012666402199369209
5,0.01256128342477318,0.011489183598102422
6,0.01249740485664424,0.01132523263305638
7,0.012124576685829964,0.011638938252295238
8,0.012002533299825655,0.011558789479784129
9,0.011878407806729979,0.010323931718053398
10,0.01190013910464248,0.01094659840935035
11,0.011633677192217737,0.010796069212175855
12,0.01163579892620086,0.010702778511614636
13,0.011486429218100702,0.010882972128503567
14,0.011548709754216575,0.010763141244146991
15,0.011409695304455712,0.011140339931261485
16,0.01137718067102634,0.010513298873382287
17,0.011476217150587616,0.010443733865199216
18,0.011409083394336076,0.010130933907944872
19,0.011354861750205777,0.01026889667766366
20,0.011286835181862681,0.010288459200450626
21,0.011241066956500598,0.010436244174179599
22,0.011282991601577644,0.010271972334512873
23,0.011254321193485158,0.010148198473004653
24,0.011183986769936498,0.01058157927508313
25,0.011184222407038832,0.011364784174622571
26,0.01119050799312407,0.011770662689275796
27,0.011164048348503593,0.01013331293596052
28,0.010903042423818142,0.010275037033548508
29,0.010866856055262721,0.01042202997531509
30,0.010878578752423831,0.010261825438107669
31,0.01089905747151586,0.010339725305310906
32,0.010866558530184475,0.010177299152521852
33,0.010862367384399683,0.01036569494028977
34,0.010873437523904706,0.010320294474520805
35,0.010821169904283535,0.010019866304334003
36,0.01083478022787841,0.0103869639897394
37,0.01083551326885235,0.010229107573089953
38,0.010823135941243407,0.01046316344485437
39,0.010813560996099345,0.010037855968915238
40,0.010797294788494649,0.009985707168337398
41,0.010841795713187068,0.010237967022539377
42,0.010747212905064382,0.010186066084314353
43,0.010755459999234326,0.010066039616413301
44,0.010751496707978932,0.010373974843815997
45,0.01078881151575119,0.009950476730159159
46,0.010713475897597115,0.00998951951852843
47,0.01071902849557894,0.010157791928030301
48,0.010743788416559864,0.01010251524915461
49,0.010759141400475283,0.0104310684467314
50,0.010801143106780176,0.009964781063878665
51,0.010726453567757253,0.010263369185850024
52,0.010702255080940727,0.010011256938437215
53,0.010714708288675092,0.01017579211174776
54,0.010704880453196822,0.010318610877568652
55,0.010563050399843536,0.009932061595276634
56,0.010559909105715698,0.009899234980032421
57,0.010554006474248936,0.010103597330890038
58,0.010543724327834849,0.009904033722408423
59,0.010537523483815876,0.009941814387489718
60,0.0105268836462142,0.009972642460993532
61,0.010551873080350714,0.009926276816556868
62,0.010521078100706871,0.009905861321005786
63,0.010499063931100734,0.010011461219627033
64,0.010537073675752039,0.00997489125414472
65,0.01051292004985228,0.009891093573655104
66,0.010481088476484143,0.009956684402063822
67,0.010500762304263634,0.010049173113440462
68,0.010459545875562866,0.010044334784503478
69,0.010470359603698019,0.010006853358581296
70,0.010491033471163907,0.009908806115953272
71,0.010464964900047957,0.009902099518204279
72,0.01046108517749451,0.009942592599909475
73,0.010458874528444377,0.010044089992590642
74,0.01046948837338684,0.01008795439726958
75,0.010365662756696098,0.009883718405765511
76,0.010359968412989607,0.00987086498148995
77,0.010350484088320915,0.00984586944593151
78,0.010364826928426675,0.00993959209060145
79,0.010351459737372191,0.00994811927368783
80,0.010353344501373651,0.009878859203851514
81,0.010366286750755597,0.009942488621618248
82,0.010345483359023269,0.009947938723812243
83,0.010332136371187498,0.00988021045876501
84,0.010326023320641914,0.009957904511895037
85,0.010341252096292717,0.009910216206770937
86,0.010314683708704407,0.00993492401347611
87,0.010299344923078562,0.009900729237959469
88,0.010286381156060048,0.009948630604754883
89,0.010282393332173281,0.009936526321328744
90,0.010266705725431593,0.009913451521298324
91,0.01026074867090662,0.009919652474731177
92,0.01028180062120371,0.009917872351802
93,0.010264623946954508,0.009884134758286136
94,0.010248672470720645,0.009918828933298053
95,0.010267612328403286,0.009889552435967631
96,0.010231667453716169,0.009906824139031552
97,0.010204231736765965,0.009923758381400614
98,0.010235831180123124,0.00988874695861972
99,0.010230306228516738,0.009914154108078875
100,0.010232645078224002,0.009892540498371044
101,0.010233069392716971,0.009909592960895136
102,0.010241564738362689,0.009902478269292008
